ID,Name,Surname,Category,Interests
33941,Yusuf,Karaduman,Müzik,"Pop Müzik, Metal Müzik, Halk Müziği"
33942,Ayşe,Kaya,Mimar,"Ofis Yapıları, Parklar, Mimari Teori ve Eleştiri"
33943,Ali,Kaya,Müzik,"Rap, Halk Müziği, Jazz Müzik"
33944,Emre,Yıldız,Hukuk,"Ticaret ve Şirket Hukuku, Fikri Mülkiyet Hukuku, Gayrimenkul ve Emlak Hukuku"
33945,Seda,Kaya,Spor,"Basketbol, Bisiklet, Voleybol"
33946,Ali,Kılıç,Sağlık,"Bitkisel Tedaviler, Yoga, Psikoloji"
33947,Mehmet,Şahin,Sağlık,"Bitkisel Tedaviler, Diyet, Psikoloji"
33948,Emre,Kaya,Sanat,"Fotoğrafçılık, Resim ve Çizim, Moda Tasarımı"
33949,Elif,Kılıç,Edebiyat,"Çocuk Edebiyatı, Felsefe, Tarih"
33950,Yusuf,Öztürk,Yemek,"Vejetaryen Mutfak, Deniz Ürünleri, Kafein Kültürü"
33951,Ahmet,Yıldız,Mimar,"Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Yapı Teknolojileri ve Malzemeler"
33952,Ayşe,Kaya,Spor,"Fitness, Voleybol, Yamaç Paraşütü"
33953,Yusuf,Kılıç,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku"
33954,Emre,Yılmaz,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Moda Tasarımı"
33955,Emre,Kılıç,Spor,"Voleybol, Bisiklet, Basketbol"
33956,Veli,Öztürk,Spor,"Bisiklet, Basketbol, Tenis"
33957,Ayşe,Kaya,Teknoloji,"Oyun Geliştirme, Siber Güvenlik, Yazılım Geliştirme"
33958,Yusuf,Şahin,Yemek,"Fransız Mutfağı, Deniz Ürünleri, İtalyan Mutfağı"
33959,Veli,Aydın,Sanat,"Resim ve Çizim, Moda Tasarımı, Film Yapımı ve Sinematografi"
33960,Veli,Kılıç,Müzik,"Pop Müzik, Halk Müziği, Elektronik Müzik"
33961,Yusuf,Öztürk,Edebiyat,"Tarih, Drama, Biyografi"
33962,Mehmet,Kaya,Sanat,"Moda Tasarımı, Dans ve Performans Sanatları, Grafik Tasarım"
33963,Seda,Karaduman,Müzik,"Elektronik Müzik, Klasik Müzik, Jazz Müzik"
33964,Elif,Yılmaz,Sağlık,"Diyet, Bitkisel Tedaviler, Yoga"
33965,Ahmet,Yılmaz,Spor,"Futbol, Bisiklet, Yüzme"
33966,Fatma,Yıldız,Sağlık,"Bitkisel Tedaviler, Psikoloji, Diyet"
33967,Yusuf,Karaduman,Teknoloji,"Bulut Bilişim ve Büyük Veri, İnternet of Things (IoT), Veri Bilimi ve Analitik"
33968,Fatma,Şahin,Sağlık,"Psikoloji, Yoga, Diyet"
33969,Ali,Yıldız,Müzik,"Jazz Müzik, Metal Müzik, Elektronik Müzik"
33970,Ali,Demir,Yemek,"Kafein Kültürü, Deniz Ürünleri, Izgara Yemekler"
33971,Mehmet,Yıldız,Yemek,"Moleküler Gastronomi, Izgara Yemekler, Fransız Mutfağı"
33972,Ayşe,Demir,Müzik,"Metal Müzik, Elektronik Müzik, Halk Müziği"
33973,Elif,Kaya,Mimar,"Peyzaj Tasarımı, İç Mekan Tasarımı, Ulaşım ve Altyapı Tasarımı"
33974,Veli,Yıldız,Hukuk,"Medeni Hukuk ve Aile Hukuku, Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku"
33975,Mehmet,Karaduman,Edebiyat,"Fantastik Kurgu, Tiyatro, Biyografi"
33976,Ahmet,Yıldız,Sağlık,"Meditasyon, Yoga, Bitkisel Tedaviler"
33977,Ahmet,Öztürk,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, Veri Bilimi ve Analitik"
33978,Ayşe,Öztürk,Spor,"Bisiklet, Tenis, Voleybol"
33979,Ali,Kaya,Yemek,"Tatlı, Deniz Ürünleri, Moleküler Gastronomi"
33980,Ayşe,Demir,Teknoloji,"Mobil Uygulama Geliştirme, İnternet of Things (IoT), Oyun Geliştirme"
33981,Emre,Yıldız,Sanat,"Dans ve Performans Sanatları, Grafik Tasarım, Resim ve Çizim"
33982,Veli,Kılıç,Mimar,"Restorasyon, İç Mekan Tasarımı, Mimari Teori ve Eleştiri"
33983,Yusuf,Demir,Hukuk,"Fikri Mülkiyet Hukuku, İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku"
33984,Mehmet,Yılmaz,Mimar,"Ulaşım ve Altyapı Tasarımı, Parklar, Yeşil Bina ve Sürdürülebilirlik"
33985,Emre,Şahin,Hukuk,"Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku"
33986,Ahmet,Kılıç,Müzik,"Klasik Müzik, Rock Müzik, Rap"
33987,Ahmet,Kaya,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri, Yapı Teknolojileri ve Malzemeler"
33988,Seda,Karaduman,Mimar,"Mimari Teori ve Eleştiri, Ulaşım ve Altyapı Tasarımı, İç Mekan Tasarımı"
33989,Seda,Yılmaz,Sanat,"Fotoğrafçılık, Grafik Tasarım, Dans ve Performans Sanatları"
33990,Yusuf,Çelik,Yemek,"Moleküler Gastronomi, Tatlı, Geleneksel Mutfaklar"
33991,Ali,Kılıç,Teknoloji,"Mobil Uygulama Geliştirme, Veri Bilimi ve Analitik, Yapay Zeka ve Makine Öğrenimi"
33992,Elif,Aydın,Spor,"Pilates, Tenis, Bisiklet"
33993,Ayşe,Karaduman,Mimar,"Yapı Teknolojileri ve Malzemeler, Ofis Yapıları, Parklar"
33994,Ayşe,Kaya,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon"
33995,Veli,Aydın,Mimar,"Mimari Teori ve Eleştiri, Yeşil Bina ve Sürdürülebilirlik, Endüstriyel Tasarım"
33996,Ahmet,Şahin,Teknoloji,"Bulut Bilişim ve Büyük Veri, Mobil Uygulama Geliştirme, Otomasyon ve Robotik"
33997,Seda,Yılmaz,Müzik,"Rap, Elektronik Müzik, Pop Müzik"
33998,Elif,Kılıç,Sağlık,"Meditasyon, Diyet, Psikoloji"
33999,Ayşe,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku"
34000,Elif,Kaya,Mimar,"Yapı Teknolojileri ve Malzemeler, İç Mekan Tasarımı, Endüstriyel Tasarım"
34001,Seda,Demir,Edebiyat,"Çocuk Edebiyatı, Biyografi, Deneme"
34002,Ali,Kılıç,Edebiyat,"Makale, Şiir, Bilim Kurgu"
34003,Yusuf,Demir,Teknoloji,"Yazılım Geliştirme, İnternet of Things (IoT), Bulut Bilişim ve Büyük Veri"
34004,Ayşe,Kılıç,Sağlık,"Bitkisel Tedaviler, Meditasyon, Diyet"
34005,Yusuf,Demir,Yemek,"Tatlı, İtalyan Mutfağı, Geleneksel Mutfaklar"
34006,Emre,Kaya,Hukuk,"Medeni Hukuk ve Aile Hukuku, İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları"
34007,Ahmet,Çelik,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Oyun Geliştirme, Bulut Bilişim ve Büyük Veri"
34008,Seda,Aydın,Edebiyat,"Felsefe, Makale, Tiyatro"
34009,Elif,Yılmaz,Hukuk,"Ceza Hukuku ve Adli Yargı, Gayrimenkul ve Emlak Hukuku, İş Hukuku ve İşçi Hakları"
34010,Seda,Demir,Spor,"Basketbol, Pilates, Futbol"
34011,Ali,Demir,Spor,"Tenis, Futbol, Yamaç Paraşütü"
34012,Ali,Kaya,Hukuk,"İş Hukuku ve İşçi Hakları, Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku"
34013,Veli,Yılmaz,Yemek,"Tatlı, Moleküler Gastronomi, Deniz Ürünleri"
34014,Seda,Şahin,Hukuk,"İdare Hukuku ve Vergilendirme, Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları"
34015,Veli,Yılmaz,Müzik,"Halk Müziği, Klasik Müzik, Pop Müzik"
34016,Elif,Kılıç,Mimar,"Peyzaj Tasarımı, Yapı Teknolojileri ve Malzemeler, Ofis Yapıları"
34017,Veli,Yıldız,Sağlık,"Yoga, Meditasyon, Psikoloji"
34018,Mehmet,Şahin,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Tiyatro ve Drama"
34019,Fatma,Karaduman,Spor,"Yoga, Bisiklet, Futbol"
34020,Yusuf,Yıldız,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Fikri Mülkiyet Hukuku, İş Hukuku ve İşçi Hakları"
34021,Ali,Aydın,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Film Yapımı ve Sinematografi"
34022,Fatma,Kaya,Yemek,"İtalyan Mutfağı, Deniz Ürünleri, Moleküler Gastronomi"
34023,Fatma,Öztürk,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Kafein Kültürü"
34024,Ali,Karaduman,Sağlık,"Diyet, Meditasyon, Bitkisel Tedaviler"
34025,Veli,Kaya,Teknoloji,"Oyun Geliştirme, İnternet of Things (IoT), Bulut Bilişim ve Büyük Veri"
34026,Emre,Kılıç,Yemek,"Fransız Mutfağı, Moleküler Gastronomi, Deniz Ürünleri"
34027,Emre,Yılmaz,Mimar,"Mimari Teori ve Eleştiri, Peyzaj Tasarımı, Ulaşım ve Altyapı Tasarımı"
34028,Fatma,Öztürk,Spor,"Yamaç Paraşütü, Bisiklet, Tenis"
34029,Ahmet,Öztürk,Mimar,"İç Mekan Tasarımı, Parklar, Ofis Yapıları"
34030,Fatma,Çelik,Teknoloji,"İnternet of Things (IoT), Veri Bilimi ve Analitik, Yapay Zeka ve Makine Öğrenimi"
34031,Elif,Karaduman,Sağlık,"Psikoloji, Diyet, Meditasyon"
34032,Elif,Öztürk,Spor,"Yoga, Futbol, Basketbol"
34033,Seda,Kaya,Teknoloji,"Otomasyon ve Robotik, Web Geliştirme, Siber Güvenlik"
34034,Emre,Şahin,Yemek,"Fransız Mutfağı, Izgara Yemekler, Vejetaryen Mutfak"
34035,Mehmet,Kaya,Mimar,"Endüstriyel Tasarım, Parklar, İç Mekan Tasarımı"
34036,Mehmet,Demir,Hukuk,"Ticaret ve Şirket Hukuku, Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku"
34037,Ahmet,Şahin,Müzik,"Jazz Müzik, Metal Müzik, Klasik Müzik"
34038,Ali,Karaduman,Spor,"Pilates, Basketbol, Yoga"
34039,Yusuf,Öztürk,Mimar,"Parklar, Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler"
34040,Ayşe,Şahin,Sağlık,"Meditasyon, Bitkisel Tedaviler, Psikoloji"
34041,Mehmet,Öztürk,Sağlık,"Bitkisel Tedaviler, Meditasyon, Yoga"
34042,Veli,Yılmaz,Spor,"Fitness, Basketbol, Tenis"
34043,Fatma,Aydın,Edebiyat,"Roman Yazımı, Bilim Kurgu, Makale"
34044,Ayşe,Aydın,Edebiyat,"Tiyatro, Makale, Felsefe"
34045,Emre,Şahin,Hukuk,"Ceza Hukuku ve Adli Yargı, İş Hukuku ve İşçi Hakları, Fikri Mülkiyet Hukuku"
34046,Elif,Yıldız,Sağlık,"Yoga, Psikoloji, Meditasyon"
34047,Yusuf,Şahin,Sanat,"Moda Tasarımı, Film Yapımı ve Sinematografi, Resim ve Çizim"
34048,Emre,Çelik,Müzik,"Elektronik Müzik, Pop Müzik, Klasik Müzik"
34049,Yusuf,Demir,Hukuk,"Gayrimenkul ve Emlak Hukuku, Medeni Hukuk ve Aile Hukuku, Çevre Hukuku ve Enerji Hukuku"
34050,Ayşe,Karaduman,Yemek,"Tatlı, Geleneksel Mutfaklar, Kafein Kültürü"
34051,Veli,Yılmaz,Spor,"Pilates, Fitness, Yoga"
34052,Mehmet,Yıldız,Hukuk,"Gayrimenkul ve Emlak Hukuku, Medeni Hukuk ve Aile Hukuku, İş Hukuku ve İşçi Hakları"
34053,Ahmet,Öztürk,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Resim ve Çizim"
34054,Ayşe,Şahin,Sanat,"Grafik Tasarım, Fotoğrafçılık, Resim ve Çizim"
34055,Veli,Çelik,Spor,"Fitness, Tenis, Yoga"
34056,Elif,Öztürk,Sağlık,"Meditasyon, Diyet, Psikoloji"
34057,Yusuf,Öztürk,Yemek,"Geleneksel Mutfaklar, Vejetaryen Mutfak, Tatlı"
34058,Elif,Aydın,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Otomasyon ve Robotik"
34059,Seda,Yıldız,Yemek,"İtalyan Mutfağı, Deniz Ürünleri, Izgara Yemekler"
34060,Ali,Kaya,Yemek,"Tatlı, Geleneksel Mutfaklar, Moleküler Gastronomi"
34061,Emre,Aydın,Müzik,"Pop Müzik, Halk Müziği, Klasik Müzik"
34062,Seda,Şahin,Edebiyat,"Tarih, Biyografi, Roman Yazımı"
34063,Ayşe,Karaduman,Edebiyat,"Fantastik Kurgu, Şiir, Tiyatro"
34064,Yusuf,Kaya,Müzik,"Rock Müzik, Rap, Pop Müzik"
34065,Fatma,Yılmaz,Mimar,"Endüstriyel Tasarım, Ofis Yapıları, Peyzaj Tasarımı"
34066,Ahmet,Çelik,Sağlık,"Yoga, Bitkisel Tedaviler, Psikoloji"
34067,Veli,Yılmaz,Mimar,"Parklar, Yapı Teknolojileri ve Malzemeler, Restorasyon"
34068,Elif,Kılıç,Yemek,"Kafein Kültürü, Deniz Ürünleri, Izgara Yemekler"
34069,Ahmet,Şahin,Müzik,"Jazz Müzik, Klasik Müzik, Halk Müziği"
34070,Seda,Yıldız,Edebiyat,"Deneme, Bilim Kurgu, Drama"
34071,Emre,Kılıç,Hukuk,"Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku, Ceza Hukuku ve Adli Yargı"
34072,Mehmet,Demir,Hukuk,"Fikri Mülkiyet Hukuku, Anayasa Hukuku ve İnsan Hakları, İş Hukuku ve İşçi Hakları"
34073,Mehmet,Şahin,Müzik,"Metal Müzik, Rap, Pop Müzik"
34074,Elif,Kaya,Yemek,"Tatlı, Vejetaryen Mutfak, Geleneksel Mutfaklar"
34075,Mehmet,Yıldız,Mimar,"Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler, Restorasyon"
34076,Veli,Kılıç,Müzik,"Metal Müzik, Elektronik Müzik, Rock Müzik"
34077,Ayşe,Karaduman,Spor,"Voleybol, Yoga, Pilates"
34078,Ayşe,Demir,Sanat,"Dans ve Performans Sanatları, Grafik Tasarım, Tiyatro ve Drama"
34079,Elif,Demir,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon"
34080,Seda,Öztürk,Hukuk,"İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları, Uluslararası Hukuk ve Diplomasi"
34081,Emre,Yıldız,Müzik,"Halk Müziği, Rap, Elektronik Müzik"
34082,Fatma,Yıldız,Sağlık,"Psikoloji, Meditasyon, Yoga"
34083,Seda,Yılmaz,Müzik,"Pop Müzik, Metal Müzik, Halk Müziği"
34084,Fatma,Kaya,Edebiyat,"Şiir, Roman Yazımı, Makale"
34085,Ali,Yılmaz,Edebiyat,"Makale, Şiir, Bilim Kurgu"
34086,Yusuf,Yılmaz,Hukuk,"İş Hukuku ve İşçi Hakları, Anayasa Hukuku ve İnsan Hakları, Ticaret ve Şirket Hukuku"
34087,Emre,Şahin,Spor,"Bisiklet, Futbol, Fitness"
34088,Fatma,Demir,Yemek,"Vejetaryen Mutfak, Izgara Yemekler, Fransız Mutfağı"
34089,Fatma,Yılmaz,Müzik,"Pop Müzik, Rap, Metal Müzik"
34090,Ali,Demir,Yemek,"Fransız Mutfağı, Kafein Kültürü, Izgara Yemekler"
34091,Yusuf,Yıldız,Mimar,"Ulaşım ve Altyapı Tasarımı, İç Mekan Tasarımı, Peyzaj Tasarımı"
34092,Yusuf,Yıldız,Hukuk,"Uluslararası Hukuk ve Diplomasi, İdare Hukuku ve Vergilendirme, Medeni Hukuk ve Aile Hukuku"
34093,Veli,Kaya,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku"
34094,Mehmet,Aydın,Spor,"Yüzme, Voleybol, Yoga"
34095,Mehmet,Çelik,Mimar,"Yapı Teknolojileri ve Malzemeler, Parklar, Mimari Teori ve Eleştiri"
34096,Seda,Şahin,Edebiyat,"Bilim Kurgu, Fantastik Kurgu, Felsefe"
34097,Fatma,Kılıç,Sağlık,"Meditasyon, Bitkisel Tedaviler, Psikoloji"
34098,Ahmet,Yılmaz,Spor,"Yamaç Paraşütü, Fitness, Voleybol"
34099,Elif,Karaduman,Teknoloji,"Web Geliştirme, Mobil Uygulama Geliştirme, Oyun Geliştirme"
34100,Ahmet,Kaya,Spor,"Yüzme, Yoga, Voleybol"
34101,Ayşe,Demir,Spor,"Basketbol, Tenis, Futbol"
34102,Ayşe,Aydın,Yemek,"Fransız Mutfağı, Tatlı, Deniz Ürünleri"
34103,Ayşe,Aydın,Teknoloji,"Web Geliştirme, Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik"
34104,Mehmet,Yıldız,Spor,"Yamaç Paraşütü, Pilates, Bisiklet"
34105,Yusuf,Şahin,Spor,"Futbol, Yoga, Fitness"
34106,Fatma,Kılıç,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Tiyatro ve Drama"
34107,Mehmet,Yıldız,Hukuk,"Gayrimenkul ve Emlak Hukuku, İdare Hukuku ve Vergilendirme, Medeni Hukuk ve Aile Hukuku"
34108,Seda,Kaya,Sağlık,"Psikoloji, Yoga, Diyet"
34109,Seda,Kaya,Yemek,"Moleküler Gastronomi, Deniz Ürünleri, Fransız Mutfağı"
34110,Veli,Çelik,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, Ceza Hukuku ve Adli Yargı"
34111,Fatma,Aydın,Yemek,"Kafein Kültürü, Geleneksel Mutfaklar, Tatlı"
34112,Ali,Karaduman,Hukuk,"Gayrimenkul ve Emlak Hukuku, Uluslararası Hukuk ve Diplomasi, Anayasa Hukuku ve İnsan Hakları"
34113,Seda,Kaya,Müzik,"Rap, Metal Müzik, Pop Müzik"
34114,Seda,Yıldız,Mimar,"Parklar, İç Mekan Tasarımı, Yeşil Bina ve Sürdürülebilirlik"
34115,Ali,Aydın,Müzik,"Halk Müziği, Pop Müzik, Elektronik Müzik"
34116,Yusuf,Şahin,Müzik,"Elektronik Müzik, Rap, Rock Müzik"
34117,Fatma,Kaya,Mimar,"İç Mekan Tasarımı, Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler"
34118,Elif,Yılmaz,Müzik,"Elektronik Müzik, Pop Müzik, Rap"
34119,Ali,Şahin,Mimar,"Ofis Yapıları, Parklar, Restorasyon"
34120,Ayşe,Demir,Yemek,"Tatlı, Deniz Ürünleri, Fransız Mutfağı"
34121,Ahmet,Aydın,Edebiyat,"Biyografi, Şiir, Drama"
34122,Veli,Demir,Teknoloji,"Siber Güvenlik, Bulut Bilişim ve Büyük Veri, İnternet of Things (IoT)"
34123,Emre,Şahin,Sanat,"Resim ve Çizim, Tiyatro ve Drama, Moda Tasarımı"
34124,Fatma,Kılıç,Teknoloji,"Mobil Uygulama Geliştirme, Web Geliştirme, Siber Güvenlik"
34125,Ali,Aydın,Yemek,"Izgara Yemekler, Fransız Mutfağı, İtalyan Mutfağı"
34126,Fatma,Karaduman,Müzik,"Jazz Müzik, Rock Müzik, Klasik Müzik"
34127,Ayşe,Kaya,Yemek,"Geleneksel Mutfaklar, İtalyan Mutfağı, Vejetaryen Mutfak"
34128,Emre,Çelik,Spor,"Futbol, Bisiklet, Tenis"
34129,Veli,Yıldız,Spor,"Yamaç Paraşütü, Basketbol, Yoga"
34130,Ali,Yıldız,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Tiyatro ve Drama"
34131,Yusuf,Demir,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Moda Tasarımı"
34132,Ayşe,Çelik,Spor,"Futbol, Pilates, Yamaç Paraşütü"
34133,Seda,Kılıç,Yemek,"Vejetaryen Mutfak, Fransız Mutfağı, Deniz Ürünleri"
34134,Emre,Yılmaz,Yemek,"İtalyan Mutfağı, Geleneksel Mutfaklar, Moleküler Gastronomi"
34135,Yusuf,Çelik,Spor,"Tenis, Yoga, Yamaç Paraşütü"
34136,Ahmet,Çelik,Müzik,"Metal Müzik, Pop Müzik, Jazz Müzik"
34137,Seda,Yılmaz,Yemek,"Kafein Kültürü, Tatlı, İtalyan Mutfağı"
34138,Emre,Çelik,Yemek,"Vejetaryen Mutfak, Deniz Ürünleri, İtalyan Mutfağı"
34139,Ali,Kaya,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku"
34140,Yusuf,Kılıç,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Resim ve Çizim"
34141,Seda,Kaya,Edebiyat,"Tarih, Tiyatro, Şiir"
34142,Fatma,Demir,Yemek,"Vejetaryen Mutfak, Fransız Mutfağı, Izgara Yemekler"
34143,Ali,Öztürk,Müzik,"Pop Müzik, Rap, Klasik Müzik"
34144,Fatma,Şahin,Spor,"Yamaç Paraşütü, Fitness, Yüzme"
34145,Ali,Çelik,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon"
34146,Emre,Yıldız,Hukuk,"Fikri Mülkiyet Hukuku, Uluslararası Hukuk ve Diplomasi, Ceza Hukuku ve Adli Yargı"
34147,Ahmet,Yılmaz,Spor,"Yamaç Paraşütü, Yüzme, Yoga"
34148,Yusuf,Aydın,Hukuk,"İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku, Uluslararası Hukuk ve Diplomasi"
34149,Fatma,Yılmaz,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ceza Hukuku ve Adli Yargı, Ticaret ve Şirket Hukuku"
34150,Ahmet,Çelik,Müzik,"Rap, Pop Müzik, Jazz Müzik"
34151,Yusuf,Kaya,Edebiyat,"Tarih, Tiyatro, Bilim Kurgu"
34152,Emre,Şahin,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları, Gayrimenkul ve Emlak Hukuku"
34153,Emre,Demir,Yemek,"Izgara Yemekler, Deniz Ürünleri, Vejetaryen Mutfak"
34154,Yusuf,Yıldız,Edebiyat,"Bilim Kurgu, Tarih, Fantastik Kurgu"
34155,Elif,Kaya,Teknoloji,"Mobil Uygulama Geliştirme, Siber Güvenlik, Bulut Bilişim ve Büyük Veri"
34156,Ali,Yıldız,Sağlık,"Bitkisel Tedaviler, Diyet, Yoga"
34157,Mehmet,Yılmaz,Teknoloji,"Bulut Bilişim ve Büyük Veri, Web Geliştirme, Siber Güvenlik"
34158,Elif,Kaya,Edebiyat,"Makale, Tiyatro, Biyografi"
34159,Ali,Yılmaz,Sağlık,"Bitkisel Tedaviler, Diyet, Psikoloji"
34160,Yusuf,Kaya,Mimar,"Ofis Yapıları, Restorasyon, İç Mekan Tasarımı"
34161,Yusuf,Karaduman,Yemek,"Izgara Yemekler, Kafein Kültürü, Geleneksel Mutfaklar"
34162,Ali,Kılıç,Yemek,"Tatlı, Deniz Ürünleri, Vejetaryen Mutfak"
34163,Elif,Kaya,Spor,"Futbol, Pilates, Tenis"
34164,Ahmet,Öztürk,Mimar,"Ulaşım ve Altyapı Tasarımı, Mimari Teori ve Eleştiri, Peyzaj Tasarımı"
34165,Elif,Öztürk,Yemek,"Moleküler Gastronomi, Fransız Mutfağı, Vejetaryen Mutfak"
34166,Yusuf,Yılmaz,Edebiyat,"Çocuk Edebiyatı, Tiyatro, Tarih"
34167,Elif,Karaduman,Müzik,"Halk Müziği, Jazz Müzik, Rock Müzik"
34168,Ahmet,Öztürk,Mimar,"Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Ulaşım ve Altyapı Tasarımı"
34169,Ayşe,Karaduman,Yemek,"Tatlı, Kafein Kültürü, İtalyan Mutfağı"
34170,Fatma,Aydın,Teknoloji,"Siber Güvenlik, Oyun Geliştirme, Yazılım Geliştirme"
34171,Veli,Öztürk,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Yazılım Geliştirme, Siber Güvenlik"
34172,Emre,Yıldız,Müzik,"Jazz Müzik, Pop Müzik, Elektronik Müzik"
34173,Elif,Aydın,Spor,"Yüzme, Basketbol, Futbol"
34174,Elif,Kaya,Yemek,"Tatlı, İtalyan Mutfağı, Izgara Yemekler"
34175,Seda,Öztürk,Teknoloji,"Veri Bilimi ve Analitik, İnternet of Things (IoT), Oyun Geliştirme"
34176,Ayşe,Karaduman,Yemek,"Geleneksel Mutfaklar, Tatlı, Deniz Ürünleri"
34177,Elif,Çelik,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik, Siber Güvenlik"
34178,Elif,Kaya,Yemek,"Deniz Ürünleri, Izgara Yemekler, Tatlı"
34179,Veli,Çelik,Sanat,"Film Yapımı ve Sinematografi, Tiyatro ve Drama, Grafik Tasarım"
34180,Seda,Yılmaz,Mimar,"Yapı Teknolojileri ve Malzemeler, Ofis Yapıları, Restorasyon"
34181,Yusuf,Yıldız,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Gayrimenkul ve Emlak Hukuku, İş Hukuku ve İşçi Hakları"
34182,Ali,Kılıç,Edebiyat,"Tarih, Roman Yazımı, Drama"
34183,Ahmet,Kaya,Sağlık,"Diyet, Yoga, Psikoloji"
34184,Veli,Kaya,Sağlık,"Bitkisel Tedaviler, Psikoloji, Meditasyon"
34185,Veli,Şahin,Sanat,"Dans ve Performans Sanatları, Film Yapımı ve Sinematografi, Fotoğrafçılık"
34186,Veli,Kılıç,Edebiyat,"Bilim Kurgu, Roman Yazımı, Makale"
34187,Seda,Yıldız,Yemek,"Vejetaryen Mutfak, Kafein Kültürü, Fransız Mutfağı"
34188,Emre,Demir,Müzik,"Metal Müzik, Rap, Halk Müziği"
34189,Ayşe,Öztürk,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Fotoğrafçılık"
34190,Ahmet,Yıldız,Teknoloji,"Otomasyon ve Robotik, İnternet of Things (IoT), Veri Bilimi ve Analitik"
34191,Ahmet,Karaduman,Mimar,"Mimari Teori ve Eleştiri, Endüstriyel Tasarım, Peyzaj Tasarımı"
34192,Ali,Yılmaz,Edebiyat,"Fantastik Kurgu, Biyografi, Tiyatro"
34193,Veli,Şahin,Sağlık,"Yoga, Bitkisel Tedaviler, Diyet"
34194,Elif,Çelik,Yemek,"Izgara Yemekler, Moleküler Gastronomi, İtalyan Mutfağı"
34195,Veli,Yıldız,Edebiyat,"Tarih, Tiyatro, Çocuk Edebiyatı"
34196,Ayşe,Yılmaz,Edebiyat,"Çocuk Edebiyatı, Fantastik Kurgu, Roman Yazımı"
34197,Ayşe,Çelik,Edebiyat,"Roman Yazımı, Drama, Bilim Kurgu"
34198,Ahmet,Çelik,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları"
34199,Seda,Öztürk,Yemek,"Vejetaryen Mutfak, Fransız Mutfağı, Moleküler Gastronomi"
34200,Emre,Aydın,Mimar,"Yeşil Bina ve Sürdürülebilirlik, İç Mekan Tasarımı, Restorasyon"
34201,Emre,Kaya,Yemek,"Izgara Yemekler, Moleküler Gastronomi, Tatlı"
